STS_ID,STS_ID_CONSTR1,STS_ID_CONSTR2,STS_ID_WEIGHT,CONSTRUCTION_TYPE,GROWTH_RATE_FREQ,GROWTH_TYPE,AGGREGATION,THRESHOLD_PROP,THRESHOLD_COUNTRIES,SCALING,COMMENTS
prod_val_sugar.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
prod_val_roots,,,,,,,sum,0.65,0,,
prod_val_roots.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
prod_val_milk,,,,,,,sum,0.65,0,,
prod_val_milk.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
prod_val_vege,,,,,,,sum,0.65,0,,
prod_val_vege.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
prod_val_meat,,,,,,,sum,0.65,0,,
prod_val_meat.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
prod_ind_Meat.indigenous.total,,,prod_val_meat.BASE.0406,,,,weighted.mean,0.65,0,,
prod_ind_Milk.Total,,,prod_val_milk.BASE.0406,,,,weighted.mean,0.65,0,,
prod_ind_Oilcrops.Primary,,,prod_val_vegoil.BASE.0406,,,,weighted.mean,0.65,0,,
prod_ind_Roots.and.Tubers.Total,,,prod_val_roots.BASE.0406,,,,weighted.mean,0.65,0,,
prod_ind_Sugar.raw,,,prod_val_sugar.BASE.0406,,,,weighted.mean,0.65,0,,
prod_ind_Vegetables.and.Fruit.Primary,,,prod_val_vege.BASE.0406,,,,weighted.mean,0.65,0,,
dfa_share_commit_tot,,,total_oda_usd2013,,,,weighted.mean,0.65,0,,
dfa_AOI_commit,,,total_oda_usd2013,,,,weighted.mean,0.65,0,,
dfa_commit_usd2013,,,,,,,sum,0.65,0,,
bilat_don_agr,,,,,,,sum,0.65,0,,
multilat_don_agr,,,,,,,sum,0.65,0,,
privat_don_agr,,,,,,,sum,0.65,0,,
total_oda_usd2013,,,,,,,sum,0.65,0,,
ILO_EMP_2EMP_SEX_AGE_NB,,,,,,,sum,0.65,0,,
ILO_female_emp_agri,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
ILO_male_emp_agri,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
NY.GDP.PCAP.PP.KD,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
T.V.FEFS.PCT3D,,,total_merchandise_trade_export_value,,,,weighted.mean,0.65,0,,
total_merchandise_trade_export_value,,,,,,,sum,0.65,0,,
G.GD.PSAVT.IN,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
IG_6111_23131,,,,,,,discard,0.65,0,,no aggregation has to be done
IG_6111_23161,,,,,,,discard,0.65,0,,no aggregation has to be done
